chemical_id,chemical_casrn,chemical_name,systemic_adjusted_negative_log_lel
DSSTox_GSID_24107,59756-60-4,Fluridone,2.125
DSSTox_GSID_34531,23564-06-9,"Thiophanate(Thiophanateethyl)(Diethyl4,4'-o-phenylenebis(3-thioallophanate))",?
DSSTox_GSID_20105,134-03-2,"(+)-SodiumL-ascorbate(Sodiumascorbate)(l-Ascorbate,sodium)",?
DSSTox_GSID_47708,68412-54-4_1,"Poly(oxy-1,2-ethanediyl),alpha-(4-nonylphenyl)-omega-hydroxy-,branched",?
DSSTox_GSID_40721,92-68-2,"4-Cyclohexylcyclohexanone([1,1'-Bicyclohexyl]-4-one)",?
DSSTox_GSID_21798,91-22-5,Quinoline,?
DSSTox_GSID_34803,219714-96-2,Penoxsulam,2.301
DSSTox_GSID_47796,50-00-0_1,Formalin,?
DSSTox_GSID_22396,480-40-0,Chrysin,?
DSSTox_GSID_20458,2921-88-2,Chlorpyrifos,5.477
DSSTox_GSID_25726,88-74-4,2-Nitroaniline(o-Nitroaniline),?
DSSTox_GSID_27875,25496-72-4,"Glycerylmonooleate(9-Octadecenoicacid(9Z)-,monoesterwith1,2,3-propanetriol)",?
DSSTox_GSID_24175,57837-19-1,Metalaxyl,3.602
DSSTox_GSID_48522,328392-46-7_1,"5-(Benzylsulfonyl)-2-{[2-(dimethylamino)ethyl](ethyl)amino}-N,N-Diethyl-4-(4-phenylpiperidin-1-yl)benzamidetrifluoroacetate(1:1)",?
DSSTox_GSID_42273,377788,"2,4-Diisopropylphenol",?
DSSTox_GSID_48186,67-30-1,"3,3,5,5-Tetraiodothyroaceticacid(Tetrac)",?
DSSTox_GSID_27899,26447-10-9,"Benzenesulfonicacid,dimethyl-,ammoniumsalt",?
DSSTox_GSID_20127,30516-87-1,AZT; Zidovudine,2.602
DSSTox_GSID_22113,760-23-6,"3,4-Dichloro-1-butene",?
DSSTox_GSID_48506,588941-45-1,(2R)-2-[3-Chloro-4-(methylsulfonyl)phenyl]-3-cyclopentyl-N-(pyrazin-2-yl)propanamide,?
DSSTox_GSID_21815,95-76-1,"3,4-Dichloroaniline(3,4-DCA)",?
DSSTox_GSID_20286,95-74-9,"3-Chloro-4-methylaniline(3-Chloro-p-toluidine)(Benzenamine,3-chloro-4-methyl-)(3-Chloro-4-methylbenzenamine)",?
DSSTox_GSID_27402,1459-93-4,"Dimethylisophthalate(1,3-Benzenedicarboxylicacid,dimethylester)",?
DSSTox_GSID_22341,1610-18-0,Prometon,4.301
DSSTox_GSID_26065,129-17-9,"C.I.AcidBlue1,sodiumsalt;C.I.FoodBlue3;PatentBlueViolet;PatentBlueVF",?
DSSTox_GSID_21517,110-16-7,Maleicacid((2Z)-2-Butenedioicacid)(cis-Butenedioicacid),?
DSSTox_GSID_47383,NOCAS_47383,"sodium 1-{[5-(5-chlorothiophen-2-yl)-1,2-oxazol-3-yl]methyl}-2-[(1-cyclopropylpiperidin-4-yl)carbamoyl]-1H-benzimidazole-5-carboxylate",?
DSSTox_GSID_20822,59-05-2,Methotrexate(MTX),?
DSSTox_GSID_29164,127-39-9,"Butanedioicacid,sulfo-,1,4-bis(2-methylpropyl)ester,sodiumsalt",?
DSSTox_GSID_26164,95-53-4,2-Methylaniline(2-Methylbenzenamine)(o-Toluidine),?
DSSTox_GSID_26029,4418-26-2,"Sodiumdehydroacetate(3-Acetyl-6-methyl-2H-pyran-2,4(3H)-dionesodium)",?
DSSTox_GSID_44303,134523-03-8,Atorvastatincalcium,?
DSSTox_GSID_20601,96-45-7,Ethylene thiourea,?
DSSTox_GSID_21389,52-68-6,Trichlorfon,3.477
DSSTox_GSID_21097,2058-46-0,Oxytetracycline hydrochloride,4.824
DSSTox_GSID_22043,499-83-2,"2,6-Pyridinedicarboxylicacid",?
DSSTox_GSID_20679,76-44-8,Heptachlor,?
DSSTox_GSID_23742,81-81-2,Warfarin(Coumadin),?
DSSTox_GSID_21590,143-07-7,Dodecanoicacid(Lauricacid),?
DSSTox_GSID_24676,141-32-2,"Butylacrylate(n-Butylacrylate)(2-Propenoicacid,butylester)",?
DSSTox_GSID_25178,102-06-7,"1,3-Diphenylguanidine",2.77
DSSTox_GSID_22288,39905-57-2,4-Hexyloxyaniline,?
DSSTox_GSID_47338,262376-75-0,HMR1426,2.979
DSSTox_GSID_24986,80-07-9,"4,4'-Dichlorodiphenylsulfone(p,p'-Dichlorodiphenylsulfone)(Benzene,1,1'-sulfonylbis[4-chloro-)",?
DSSTox_GSID_26461,78-82-0,2-Methylpropanenitrile,?
DSSTox_GSID_46970,105624-86-0,5HPP-33,?
DSSTox_GSID_47377,NOCAS_47377,A003086324A,?
DSSTox_GSID_29145,108-59-8,"Dimethylmalonate(Propanedioicacid,dimethylester)(1,3-Dimethylpropanedioate)",?
DSSTox_GSID_20352,135-20-6,Cupferron,?
DSSTox_GSID_28666,68515-49-1,"1,2-Benzenedicarboxylicacid,di-C9-11-branchedalkylesters,C10-rich",?
DSSTox_GSID_32601,94361-06-5,Cyproconazole,3.854
DSSTox_GSID_20591,77-83-8,"Ethylmethylphenylglycidate(Ethyl-3-methyl-3-phenylglycidate)(3-Methyl-3-phenylglycidicacid,ethylester)",?
DSSTox_GSID_21754,77-71-4,"5,5-Dimethylhydantoin",4.176
DSSTox_GSID_34664,114311-32-9,Imazamox,1.477
DSSTox_GSID_22332,99-71-8,"4-(Butan-2-yl)phenol(Phenol,4-(1-methylpropyl)-)(4-sec-Butylphenol)",?
DSSTox_GSID_23430,78-11-5,"Pentaerythritoltetranitrate(1,3-Propanediol,2,2-bis[(nitrooxy)methyl]-,dinitrate(ester))",?
DSSTox_GSID_34818,35575-96-3,Azamethiphos,3.699
DSSTox_GSID_41270,58430-94-7,"1-Hexanol,3,5,5-trimethyl-,acetate",?
DSSTox_GSID_20575,140-67-0,"Estragole(Benzene,1-methoxy-4-(2-propenyl)-)",?
DSSTox_GSID_34673,144550-36-7,Iodosulfuron-methyl-sodium,2.225
DSSTox_GSID_21248,83-79-4,Rotenone,4.602
DSSTox_GSID_20087,4180-23-8,(E)-Anethole,?
DSSTox_GSID_47395,166412-78-8,"1,2-cyclohexanedicarboxylicaciddiisononylester",?
DSSTox_GSID_41492,4468-42-2,3-Phenylhexane,?
DSSTox_GSID_26368,69-72-7,"Salicyclicacid(SA)(Benzoicacid,2-hydroxy-)",?
DSSTox_GSID_47312,864283-48-7,GSK232420A,4
DSSTox_GSID_29157,122-40-7,"2-Benzylideneheptanal;Heptanal,2-(phenylmethylene)-;Amylcinnamal",?
DSSTox_GSID_20240,105-60-2,Caprolactam,2.509
DSSTox_GSID_31862,307-24-4,Perfluorohexanoic acid,3
DSSTox_GSID_21943,112-12-9,2-Undecanone(Methylnonylketone),?
DSSTox_GSID_47363,139290-65-6,Volinanserin,3.38
DSSTox_GSID_22628,29122-68-7,Atenolol,?
DSSTox_GSID_20108,50-78-2,Aspirin,2.778
DSSTox_GSID_42416,1191-50-0,Sodiumtetradecylsulfate,?
DSSTox_GSID_23723,77-86-1,"Tromethamine(1,3-Propanediol,2-amino-2-(hydroxymethyl)-)(Tris(hydroxymethyl)aminomethane)",?
DSSTox_GSID_25003,583-78-8,"2,5-Dichlorophenol",?
DSSTox_GSID_21992,82385-42-0,Saccharinsodiumsalthydrate,?
DSSTox_GSID_41125,7681-82-5,Sodiumiodide(NaI),?
DSSTox_GSID_21780,84-66-2,Diethyl phthalate,4.204
DSSTox_GSID_40611,27306-78-1,SilwetL77,?
DSSTox_GSID_21856,104-13-2,4-Butylaniline,?
DSSTox_GSID_26797,108-67-8,"1,3,5-Trimethylbenzene",?
DSSTox_GSID_27036,126-30-7,"2,2-Dimethylpropane-1,3-diol",?
DSSTox_GSID_23192,50-21-5,"Lacticacid(Propanoicacid,2-hydroxy-)(DL-LacticAcid)",?
DSSTox_GSID_20755,54-85-3,Isoniazid(INH),?
DSSTox_GSID_20375,50-29-3,"p,p-DDT",?
DSSTox_GSID_42206,2687-96-9,1-Dodecyl-2-pyrrolidinone,?
DSSTox_GSID_34929,283594-90-1,Spiromesifen,?
DSSTox_GSID_27738,12108-13-3,"Manganese,tricarbonyl[(1,2,3,4,5-.eta.)-1-methyl-2,4-cyclopentadien-1-yl]-",?
DSSTox_GSID_20137,92-87-5,Benzidine(4-(4-Aminophenyl)aniline),?
DSSTox_GSID_21600,111-14-8,n-Heptanoicacid,?
DSSTox_GSID_24241,42874-03-3,Oxyfluorfen,3.235
DSSTox_GSID_35010,129-06-6,3-(alpha-Acetonylbenzyl)-4-hydroxycoumarinsodiumsalt,?
DSSTox_GSID_42094,23089-26-1,Levomenol((-)-alpha-Bisabolol),?
DSSTox_GSID_21597,111-71-7,Heptanal(n-Heptanal)(heptaldehyde),?
DSSTox_GSID_20443,94-80-4,"Butyl(2,4-dichlorophenoxy)acetate(2,4-D,n-Butylester)(2,4-Dichlorophenoxyaceticacid,n-butylester)",?
DSSTox_GSID_21602,57-10-3,Hexadecanoicacid(Palmiticacid),?
DSSTox_GSID_21821,96-29-7,2-Butanone oxime,3.176
DSSTox_GSID_47316,461023-63-2,Aplaviroc hydrochloride,?
DSSTox_GSID_21643,124-13-0,Octanal,?
DSSTox_GSID_32532,128639-02-1,Carfentrazone-ethyl,2.824
DSSTox_GSID_47251,145742-28-5,CP-122721,3.477
DSSTox_GSID_47257,127308-82-1,Zamifenacin,?
DSSTox_GSID_21026,924-16-3,N-Nitrosodibutylamine,?
DSSTox_GSID_22409,80-09-1,"4,4'-Sulfonyldiphenol",?
DSSTox_GSID_20348,91-64-5,Coumarin,2.721
DSSTox_GSID_20319,1897-45-6,Chlorothalonil,4.25
DSSTox_GSID_26525,88-18-6,"2-tert-Butylphenol(Phenol,2-(1,1-dimethylethyl)-)",?
DSSTox_GSID_35957,68359-37-5,Cyfluthrin,3.658
DSSTox_GSID_23825,1303-11-3,Indiumarsenide,?
DSSTox_GSID_24538,1143-38-0,Anthralin,?
DSSTox_GSID_22474,50-22-6,Corticosterone(CORT),?
DSSTox_GSID_21969,121-33-5,4-Hydroxy-3-methoxybenzaldehyde(Vanillin),?
DSSTox_GSID_25486,51-30-9,Isoproterenolhydrochloride(DL-4-(2-(isopropylamino)-1-hydroxyethyl)pyrocatecholhydrochloride),?
DSSTox_GSID_20625,98319-26-7,Finasteride,?
DSSTox_GSID_24031,156-60-5,"(E)-1,2-DichloroethyleneEthene,1,2-dichloro-,(1E)-)(trans-1,2-Dichloroethylene)",?
DSSTox_GSID_27877,25550-98-5,"Phosphorousacid,diisodecylphenylester",?
DSSTox_GSID_21877,107-07-3,Ethylenechlorohydrin,?
DSSTox_GSID_34150,52-86-8,Haloperidol,?
DSSTox_GSID_41424,13254-34-7,"2,6-Dimethyl-2-heptanol",?
DSSTox_GSID_20140,532-32-1,"Sodiumbenzoate(Benzoicacid,sodiumsalt)(Benzoate,sodium)",?
DSSTox_GSID_26081,79-94-7,"3,3,5,5-Tetrabromobisphenol A",?
DSSTox_GSID_22109,706-14-9,5-Hexyldihydro-2(3H)-furanone,?
DSSTox_GSID_24882,66-81-9,Cycloheximide(CHX),?
DSSTox_GSID_24035,94-82-6,"4-(2,4-Dichlorophenoxy)butyric acid",2.681
DSSTox_GSID_47351,NOCAS_47351,SSR240612,3.176
DSSTox_GSID_47167,79-16-3,N-Methylacetamide,?
DSSTox_GSID_32376,87674-68-8,Dimethenamid,2.145
DSSTox_GSID_40792,58-56-0,Pyridoxinehydrochloride,?
DSSTox_GSID_45232,51-24-1,Tiratricol,?
DSSTox_GSID_41248,88-58-4,"2,5-Di-tert-butylbenzene-1,4-diol(1,4-Benzenediol,2,5-bis(1,1-dimethylethyl)-)(2,5-Di-tert-butylhydroquinone)",?
DSSTox_GSID_24087,110-80-5,2-Ethoxyethanol,?
DSSTox_GSID_44575,71526-07-3,"2,2-Dichloro-1-(1-oxa-4-azaspiro[4.5]dec-4-yl)ethanone(1-Oxa-4-azaspiro[4.5]decane,4-(dichloroacetyl)-)",?
DSSTox_GSID_25662,122-57-6,Methylstyrylketone(Benzylideneacetone)(Methylstyrylacetone)(4-Phenyl-3-buten-2-one),?
DSSTox_GSID_41442,532-02-5,Sodium2-naphthalenesulfonate,?
DSSTox_GSID_34627,69377-81-7,Fluroxypyr,2.658
DSSTox_GSID_22053,534-52-1,"2-Methyl-4,6-dinitrophenol",?
DSSTox_GSID_22353,92-04-6,2-Chloro-4-phenylphenol(2-chloro-4-biphenylol),?
DSSTox_GSID_41643,1008-72-6,2-Formylbenzenesulfonicacidsodiumsalt,?
DSSTox_GSID_21544,95-57-8,2-Chlorophenol(o-Chlorophenol),?
DSSTox_GSID_25300,1241-94-7,2-Ethylhexyldiphenylphosphate(Octicizer),?
DSSTox_GSID_42406,512-42-5,Sodiummethylsulfate,?
DSSTox_GSID_24238,19044-88-3,Oryzalin,3.341
DSSTox_GSID_20440,120-36-5,Dichlorprop,2.481
DSSTox_GSID_47879,117-99-7,2-Hydroxybenzophenone,?
DSSTox_GSID_20845,66-27-3,Methylmethanesulfonate(MMS),?
DSSTox_GSID_20766,122-42-9,Propham(Isopropyl-N-phenylcarbamate),?
DSSTox_GSID_20768,520-18-3,Kaempferol,?
DSSTox_GSID_38666,5598-15-2,Chlorpyrifosoxon,?
DSSTox_GSID_26102,117-08-8,"Tetrachlorophthalicanhydride(1,3-Isobenzofurandione,4,5,6,7-tetrachloro-)",?
DSSTox_GSID_38795,1873-88-7,"Trisiloxane,1,1,1,3,5,5,5-heptamethyl-",?
DSSTox_GSID_34601,67564-91-4,Fenpropimorph,?
DSSTox_GSID_22446,207134,bis(2-Hydroxyphenyl)methane,?
DSSTox_GSID_21185,53-03-2,Prednisone(P),?
DSSTox_GSID_20966,62-23-7,4-Nitrobenzoic acid,?
DSSTox_GSID_47362,NOCAS_47362,SSR150106,6.176
DSSTox_GSID_34583,2122-70-5,Ethyl1-naphthaleneacetate,?
DSSTox_GSID_42052,95-13-6,Indene,?
DSSTox_GSID_20820,60-56-0,Methimazole,?
DSSTox_GSID_20616,470-82-6,"1,8-Cineol(Eucalyptol)(Cineole)",?
DSSTox_GSID_22056,541-73-1,"1,3-Dichlorobenzene",3.046
DSSTox_GSID_24793,2675-77-6,Chloroneb,2
DSSTox_GSID_21641,112-05-0,Nonanoicacid(1-Octanecarboxylicacid),?
DSSTox_GSID_32372,119446-68-3,Difenoconazole,4
DSSTox_GSID_47291,NOCAS_47291,CI-1044,3.079
DSSTox_GSID_20784,75330-75-5,Lovastatin,?
DSSTox_GSID_20290,50892-23-4,Pirinixic acid,?
DSSTox_GSID_26193,87-61-6,"1,2,3-Trichlorobenzene",?
DSSTox_GSID_20189,3844-45-9,"FD&amp;CBlueNo.1(Benzenemethanaminium,N-ethyl-N-[4-[[4-[ethyl[(3-sulfophenyl)methyl]amino]phenyl](2-sulfophenyl)methylene]-2,5-cyclohexadien-1-ylidene]-3-sulfo-,innersalt,disodiumsalt)",?
DSSTox_GSID_27282,644-97-3,"Phosphonousdichloride,phenyl-",?
DSSTox_GSID_47282,445295-04-5,CP-671305,3
DSSTox_GSID_42006,26402-26-6,Monocaprylin;Glycerylcaprylate,?
DSSTox_GSID_47249,221246-12-4,Fandosentanpotassiumsalt,?
DSSTox_GSID_20106,50-81-7,L-Ascorbicacid,?
DSSTox_GSID_42191,534-13-4,"N,N'-Dimethylthiourea",?
DSSTox_GSID_23846,30560-19-1,Acephate,4.125
DSSTox_GSID_29298,9004-82-4,"Sodiumdodecylpoly(oxyethylene)sulfate;Poly(oxy-1,2-ethanediyl),.alpha.-sulfo-.omega.-(dodecyloxy)-,sodiumsalt",?
DSSTox_GSID_23113,90-05-1,2-Methoxyphenol(o-Methoxyphenol)(Guaiacol),?
DSSTox_GSID_22472,104-51-8,Butylbenzene,2.523
DSSTox_GSID_23792,99-99-0,4-Nitrotoluene,2.398
DSSTox_GSID_25478,108-21-4,"Isopropylacetate(Aceticacid,1-methylethylester)",?
DSSTox_GSID_38700,97-52-9,"2-Methoxy-4-nitroaniline(Benzenamine,2-methoxy-4-nitro-)",?
DSSTox_GSID_47331,331623-06-4,MK-547,?
DSSTox_GSID_21834,100-02-7,4-Nitrophenol,2.176
DSSTox_GSID_48514,NOCAS_48514,Sodium(2-chloro-4-methylbenzoyl){[(E)-2-(4-methoxyphenyl)ethenyl]sulfonyl}azanide,?
DSSTox_GSID_22100,645-56-7,4-Propylphenol,?
DSSTox_GSID_48175,151506-44-4,FR140423,?
DSSTox_GSID_47330,NOCAS_47330,"2,6-difluoro-5-[3-(2-hydroxypropan-2-yl)imidazo[1,2-b][1,2,4]triazin-7-yl]biphenyl-2-carbonitrile",?
DSSTox_GSID_22369,129453-61-8,"Fulvestrant(ICI182780)(Faslodex)7alpha-[9[(4,4,5,5,5-Pentafluropentyl)sulfinyl]nonyl]-estra-1,3,5(10)-triene-3,17betadiol)",?
DSSTox_GSID_21268,122-34-9,Simazine,3.477
DSSTox_GSID_47267,NOCAS_47267,"(1R)-1-{4-[(2R,6S)-4-(4,6-dimethyl-1,3,5-triazin-2-yl)-2,6-dimethylpiperazin-1-yl]pyrimidin-2-yl}ethanol",?
DSSTox_GSID_47283,368832-42-2,"(1aR,7bS)-5-({[(2S,3S,6S)-6-ethyl-2-phenylpiperidin-3-yl]amino}methyl)-6-methoxy-3-methyl-1,1a,3,7b-tetrahydro-2H-cyclopropa[c]quinolin-2-one",?
DSSTox_GSID_20151,140-11-4,"Benzylacetate(Aceticacid,phenylmethylester)",?
DSSTox_GSID_26035,2492-26-4,"Sodium2-mercaptobenzothiolate(2(3H)-Benzothiazolethione,sodiumsalt)",?
DSSTox_GSID_21863,105-53-3,"Diethylpropanedioate(propanedioicacid,diethylester)(Diethylmalonate)",?
DSSTox_GSID_41861,762-04-9,Diethylphosphite,?
DSSTox_GSID_35616,824-39-5,Sodium2-nitrophenolate(Sodiumo-nitrophenolate),?
DSSTox_GSID_26076,1401-55-4,Tannicacid,?
DSSTox_GSID_26904,112-07-2,"2-Butoxyethylacetate(Ethanol,2-butoxy-,acetate)(Ethyleneglycolmonobutyletheracetate)",?
DSSTox_GSID_42379,1112-39-6,Dimethoxydimethylsilane,?
DSSTox_GSID_23602,110-15-6,Butanedioicacid(Succinicacid),?
DSSTox_GSID_20791,121-75-5,Malathion,2.921
DSSTox_GSID_20634,51-21-8,5-Fluorouracil,2.937
DSSTox_GSID_25567,134-20-3,"Methyl2-aminobenzoate(Methylanthranilate)(Benzoicacid,2-amino-,methylester)",?
DSSTox_GSID_27218,579-66-8,"Benzenamine,2,6-diethyl-",?
DSSTox_GSID_29692,7757-79-1,Potassiumnitrate(Nitricacidpotassiumsalt)(KNO3),?
DSSTox_GSID_24376,1929-77-7,Vernolate(Vernam),?
DSSTox_GSID_20573,50-28-2,17beta-Estradiol,6.301
DSSTox_GSID_23819,3056-17-5,"Stavudine(2',3'-Didehydro-3'-deoxythymidine)(D4T)(Dideoxydidehydrothymidine)",?
DSSTox_GSID_27997,37764-25-3,"Dichlormid(Acetamide,2,2-dichloro-N,N-di-2-propenyl-)",?
DSSTox_GSID_21689,1120-21-4,Undecane,?
DSSTox_GSID_24086,563-12-2,Ethion,4.079
DSSTox_GSID_22331,89-72-5,2-(Butan-2-yl)phenol(2-sec-Butylphenol)(o-sec-Butylphenol),?
DSSTox_GSID_20770,143-50-0,Kepone,?
DSSTox_GSID_42399,14351-66-7,Sodiumabietate,?
DSSTox_GSID_24299,78587-05-0,Hexythiazox,2.527
DSSTox_GSID_27205,556-67-2,"Cyclotetrasiloxane,octamethyl-;D4",?
DSSTox_GSID_47297,134002-60-1,CP-085958,?
DSSTox_GSID_44572,647-42-7,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-1-ol(1-Octanol,3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-)",?
DSSTox_GSID_34229,104-61-0,Dihydro-5-pentyl-2(3H)-furanone;gamma-Nonanoiclactone,?
DSSTox_GSID_34465,210880-92-5,Clothianidin,2.875
DSSTox_GSID_22588,54-62-6,4-Aminofolicacid(Aminopterin),?
DSSTox_GSID_25110,78-63-7,"2,5-Dimethyl-2,5-bis(tert-butylperoxy)hexane(Peroxide,(1,1,4,4-tetramethyl-1,4-butanediyl)bis[(1,1-dimethylethyl))",?
DSSTox_GSID_47597,2594628,PluronicF-127,?
DSSTox_GSID_29210,1118-46-3,"Butyltintrichloride(Monobutyltintrichloride)(Stannane,butyltrichloro-)",?
DSSTox_GSID_20479,60-51-5,Dimethoate,4.125
DSSTox_GSID_40343,5437-45-6,Benzylbromoacetate,?
DSSTox_GSID_44713,67786-14-5,"AcidRed337(2-Naphthalenesulfonicacid,6-amino-4-hydroxy-5-[[2-(trifluoromethyl)phenyl]azo]-,monosodiumsalt)",?
DSSTox_GSID_27142,328-84-7,"1,2-Dichloro-4-(trifluoromethyl)benzene",?
DSSTox_GSID_20512,79-44-7,Dimethylcarbamoylchloride,?
DSSTox_GSID_26879,111-49-9,"1-Azacycloheptane(Hexamethyleneimine)(1H-Azepine,hexahydro-)",?
DSSTox_GSID_22522,84-69-5,Diisobutylphthalate(di-l-butylphthalate)(DIBP),?
DSSTox_GSID_21032,621-64-7,N-Nitrosodipropylamine,?
DSSTox_GSID_36588,26027-38-3,Decaethyleneglycolp-nonylphenylether(nonylstraightchain),?
DSSTox_GSID_48206,79098-20-7,4-Chloropentylbenzene,?
DSSTox_GSID_20737,120-72-9,Indole,?
DSSTox_GSID_29262,4130-42-1,"2,6-Bis(1,1-dimethylethyl)-4-ethylphenol",?
DSSTox_GSID_41484,3681-71-8,(3Z)-3-Hexenylacetate,?
DSSTox_GSID_25607,93-15-2,Methyleugenol,3.301
DSSTox_GSID_34609,120068-37-3,Fipronil,5.244
DSSTox_GSID_25502,78-70-6,"3,7-Dimethyl-1,6-octadien-3-ol(Linalool)",?
DSSTox_GSID_24317,5902-51-2,Terbacil,3.602
DSSTox_GSID_20970,1836-75-5,Nitrofen,?
DSSTox_GSID_41184,18172-67-3,"(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane",?
DSSTox_GSID_24664,110-69-0,Butyraldoxime,?
DSSTox_GSID_28774,68609-97-2,"Oxirane,mono[(C12-14-C12-14-Alkylglycidylether(alkyloxy)methyl]derivs.)",?
DSSTox_GSID_32630,1214-39-7,N-Benzyladenine(6-(Benzylamino)purine)(6-Benzyladenine),?
DSSTox_GSID_24242,76738-62-0,Paclobutrazol,3.602
DSSTox_GSID_34497,125116-23-6,"Metconazole(Cyclopentanol,5-[(4-chlorophenyl)methyl]-2,2-dimethyl-1-(1H-1,2,4-trizol-1-ylmethyl)-)",?
DSSTox_GSID_37539,959-98-8,alpha-Endosulfan,?
DSSTox_GSID_34317,8001-54-5,"Benzalkoniumchloride(Alkyl*dimethylbenzylammoniumchloride*(50%C12,30%C14,17%C16,3%C18))",?
DSSTox_GSID_47526,91082-17-6,C10-21sulfonicacidsphenylesters,?
DSSTox_GSID_20267,57-74-9,Chlordane,?
DSSTox_GSID_22959,577-11-7,Docusate sodium,1.602
DSSTox_GSID_26132,83-67-0,Theobromine,2.504
DSSTox_GSID_24287,81335-77-5,Imazethapyr,1.824
DSSTox_GSID_47487,1072-15-7,"Sulfuricacid,monononylester,sodiumsalt",?
DSSTox_GSID_24065,99-65-0,"1,3-Dinitrobenzene",?
DSSTox_GSID_22508,104-43-8,4-Dodecylphenol,?
DSSTox_GSID_24489,2835-95-2,5-Amino-2-methylphenol(5-Amino-o-cresol)(3-Amino-6-methylphenol),?
DSSTox_GSID_20311,150-68-5,Monuron,2.426
DSSTox_GSID_48505,NOCAS_48505,"5-(2-Chlorophenyl)-3-methyl-7-nitro-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine",?
DSSTox_GSID_20794,12427-38-2,Maneb,3.301
DSSTox_GSID_22320,58-72-0,Triphenylethylene,?
DSSTox_GSID_21575,75-99-0,"Dalapon(2,2-Dichloropropanoicacid)",?
DSSTox_GSID_29159,123-17-1,"2,6,8-Trimethyl-4-nonanol",?
DSSTox_GSID_32640,95737-68-1,Pyriproxyfen,2.789
DSSTox_GSID_32431,87392-12-9,S-Metolachlor((S)-2-Chloro-N-(2-ethyl-6-methylphenyl)-N-(2-methoxy-1-methylethyl)acetamide),?
DSSTox_GSID_22524,50-35-1,Thalidomide,?
DSSTox_GSID_40362,50-65-7,Niclosamide,?
DSSTox_GSID_24316,34014-18-1,Tebuthiuron,2.824
DSSTox_GSID_20431,106-46-7,"1,4-Dichlorobenzene",2.046
DSSTox_GSID_23996,108-91-8,Cyclohexylamine,?
DSSTox_GSID_34849,25606-41-1,Propamocarb hydrochloride,4
DSSTox_GSID_34181,82640-04-8,Raloxifene hydrochloride,5.477
DSSTox_GSID_44865,18924-66-8,"2,2'-(Tetradecylimino)diethanol(Ethanol,2,2'-(tetradecylimino)bis-)",?
DSSTox_GSID_21897,108-99-6,beta-Picoline;3-Picoline,?
DSSTox_GSID_24174,78-48-8,Tribufos,3.609
DSSTox_GSID_21440,88-12-0,"1-Vinyl-2-pyrrolidone(N-Vinyl-2-pyrrolidone)(2-Pyrrolidinone,1-ethenyl-)",?
DSSTox_GSID_33836,104-40-5,4-Nonylphenol(4-NP)(para-nonylphenol)(PPT),?
DSSTox_GSID_44570,5700-49-2,"1,2-Ethanediamine,dihydriodide",?
DSSTox_GSID_26641,99-63-8,"1,3-Benzenedicarbonyldichloride",?
DSSTox_GSID_24123,69806-40-2,"Haloxyfop-methyl(Propanoicacid,2-[4-[[3-chloro-5-(trifluoromethyl)-2-pyridinyl]oxy]phenoxy]-,methylester)",?
DSSTox_GSID_36690,141-04-8,Diisobutyladipate,?
DSSTox_GSID_24845,64-86-8,Colchicine,?
DSSTox_GSID_32500,68694-11-1,Triflumizole,4
DSSTox_GSID_24431,1646-75-9,"Aldicarboxime(Propanal,2-methyl-2-(methylthio)-,oxime)",?
DSSTox_GSID_22589,125-84-8,dl-Aminoglutethimide,?
DSSTox_GSID_25017,80-43-3,"Dicumylperoxide(Peroxide,bis(1-methyl-1-phenylethyl))(Cumeneperoxide)(1,1'-(Dioxydipropane-2,2-diyl)dibenzene)",?
DSSTox_GSID_38298,5315-79-7,1-Hydroxypyrene,?
DSSTox_GSID_34270,104098-48-8,Imazapic,1.477
DSSTox_GSID_23645,60-54-8,Tetracycline,?
DSSTox_GSID_29302,10042-59-8,2-Propylheptan-1-ol,?
DSSTox_GSID_47374,NOCAS_47374,N-[4-(benzylamino)-3-cyanoquinolin-2-yl]-4-methoxybenzamide,?
DSSTox_GSID_36299,7378-99-6,"N,N-Dimethyloctylamine",?
DSSTox_GSID_21390,96-18-4,"1,2,3-Trichloropropane",?
DSSTox_GSID_45400,7681-76-7,Ronidazole,?
DSSTox_GSID_20692,100-97-0,"Methenamine(Urotropine)(Hexamethylenetetramine)(1,3,5,7-Tetraazatricyclo[3.3.1.13,7]decane)",?
DSSTox_GSID_25451,14901-07-6,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one(beta-Ionone)",?
DSSTox_GSID_47253,199171-88-5,cis-4-cyano-4-(1-cyclohexyl-3-ethyl-1H-indazol-6-yl)cyclohexanecarboxylic acid,?
DSSTox_GSID_26214,101-20-2,"Triclocarban(Urea,N-(4-chlorophenyl)-N'-(3,4-dichlorophenyl)-)",?
DSSTox_GSID_21483,122-78-1,Phenylacetaldehyde(Benzeneacetaldehyde),?
DSSTox_GSID_47594,1551983,Sodium4-octylbenzenesulfonate,?
DSSTox_GSID_25680,4376-20-9,Mono(2-ethylhexyl)phthalate(MEHP),?
DSSTox_GSID_41610,147-81-9,Arabinose,?
DSSTox_GSID_42061,125-12-2,Isobornylacetate,?
DSSTox_GSID_48189,1166-52-5,Dodecylgallate,?
